id,email,first_name,last_name,phone,registration_date,total_orders,total_returns,return_rate,fraud_score,risk_level,is_blacklisted,created_at,_risk_profile
ca19f0e6-52eb-4010-ba45-fb2b2b6391ae,stevenerickson@example.org,Danielle,Salazar,(545)626-0208x8181,2024-09-03T17:45:25.524000,7,2,0.2857142857142857,0.0,low,False,2025-09-28T11:37:41.965000,medium_risk
a8498145-7656-4030-943f-e525f2fd8a87,pamelashepard@example.com,Daniel,Blake,601.217.3312x1546,2024-11-26T23:48:59.623000,2,0,0.0,0.0,low,False,2025-09-28T11:37:41.966000,medium_risk
9dfdd6da-0a84-4cf5-a70a-699644728198,xglover@example.com,Theodore,Jackson,001-247-274-7538x6142,2025-01-01T23:28:20.010000,6,0,0.0,0.0,low,False,2025-09-28T11:37:41.966000,medium_risk
57a7619d-31bf-439a-a2f8-60c3bb5f679c,krice@example.net,Jennifer,Ibarra,(219)892-0767x630,2025-07-23T00:02:46.010000,2,1,0.5,100.0,critical,False,2025-09-28T11:37:41.966000,medium_risk
ccfa2771-9765-4e0f-837a-bcbe8f3fcad0,jaredthompson@example.com,Sharon,Johnson,229-259-5298x215,2024-08-22T03:19:25.444000,3,0,0.0,0.0,low,False,2025-09-28T11:37:41.966000,medium_risk
1aaa5cd4-ce12-42f4-b817-bd2770507671,nortonvictoria@example.com,Christina,Mays,001-257-727-2279x63427,2024-11-23T16:13:14.177000,4,0,0.0,0.0,low,False,2025-09-28T11:37:41.966000,medium_risk
fd794868-4e09-44fb-8ac7-f28a3e45259b,christina99@example.com,Matthew,Berry,337-755-1835x904,2025-06-03T03:21:19.255000,2,0,0.0,0.0,low,False,2025-09-28T11:37:41.967000,medium_risk
2d686018-84bc-48c2-8ff9-053b6f9bfec9,thompsonmichael@example.org,Matthew,Beck,(953)505-0211x543,2024-02-09T15:44:50.998000,8,1,0.125,0.0,low,False,2025-09-28T11:37:41.967000,medium_risk
26595a48-c815-4c7c-9f4a-ed81d5a5ee73,harriskenneth@example.org,Lori,Myers,(297)722-1171x2698,2025-07-01T16:57:44.037000,3,0,0.0,0.0,low,False,2025-09-28T11:37:41.967000,medium_risk
2ffd0d7c-27d8-4417-93ae-072a8b3c3e83,leslieday@example.org,Benjamin,Morton,4823275836,2024-11-18T08:08:53.187000,5,0,0.0,0.0,low,False,2025-09-28T11:37:41.967000,medium_risk
6271b9b7-8e8c-4622-bc30-9aa4d9f9f394,jonathan63@example.net,Dawn,Tucker,668.764.1206x446,2024-11-07T14:40:15.752000,4,2,0.5,100.0,critical,False,2025-09-28T11:37:41.967000,medium_risk
166ea4ed-0973-4cbc-8f97-3aa09f0d99ec,jennifer38@example.com,Kimberly,Contreras,532-751-8346,2025-07-08T03:54:11.239000,6,1,0.16666666666666666,0.0,low,False,2025-09-28T11:37:41.967000,medium_risk
7025d9c2-05fc-4fca-a82a-3e8cedd7034a,ccantu@example.com,Jon,Savage,001-519-931-0227x28874,2024-12-22T12:57:38.103000,2,0,0.0,0.0,low,False,2025-09-28T11:37:41.968000,medium_risk
680272df-38e6-41b9-9f0d-463d73c0e5ad,icombs@example.net,Ann,Taylor,+1-606-206-1766x63705,2024-07-20T06:40:01.439000,3,0,0.0,0.0,low,False,2025-09-28T11:37:41.968000,medium_risk
bba76458-b159-4dea-a2bf-392d9ef4ebf4,michaelperry@example.net,Nicole,Martin,328-945-4872x07840,2024-06-22T05:47:21.051000,4,0,0.0,0.0,low,False,2025-09-28T11:37:41.968000,medium_risk
25518b9a-83fa-409c-879a-73c3c1bae005,jackbauer@example.org,Victoria,Gonzalez,742.955.3698,2025-06-27T03:42:41.727000,3,0,0.0,0.0,low,False,2025-09-28T11:37:41.968000,medium_risk
e8c6b118-8c5f-43f3-a79f-eb6e7593b91b,jonathonrussell@example.net,Thomas,Montgomery,287.700.7095x771,2024-08-02T15:29:11.876000,12,0,0.0,0.0,low,False,2025-09-28T11:37:41.968000,medium_risk
8449335f-ef33-4333-9c77-a54bd24f4aa1,monica90@example.com,John,Gardner,509.334.5403x88265,2025-01-25T18:58:22.893000,7,2,0.2857142857142857,0.0,low,False,2025-09-28T11:37:41.969000,medium_risk
09fcdd50-891d-477c-89f5-391e67d7f726,greenecatherine@example.com,Curtis,Porter,(692)276-5005x6390,2023-12-25T23:56:50.825000,2,0,0.0,0.0,low,False,2025-09-28T11:37:41.969000,medium_risk
d739fca5-4b1b-4fee-ad99-04c71bcf881d,nbrock@example.org,Denise,West,+1-684-422-7566x5836,2025-01-28T13:22:31.771000,3,1,0.3333333333333333,66.66666666666666,high,False,2025-09-28T11:37:41.969000,medium_risk
b5ab42ec-c32c-493b-8d59-915211fa8ed9,ehale@example.com,Tara,Serrano,001-511-281-3455x2366,2025-01-19T06:39:30.354000,5,1,0.2,0.0,low,False,2025-09-28T11:37:41.969000,medium_risk
c2a352a5-877b-4fd0-9686-c6cf939dc480,delgadolori@example.com,Alexander,Raymond,(340)764-9437x22678,2023-10-23T15:33:47.564000,2,0,0.0,0.0,low,False,2025-09-28T11:37:41.969000,medium_risk
4470e177-dc2f-4b6e-8967-ddd2a85ba6dc,chasedeborah@example.net,Heather,Weber,262.874.1175x074,2023-11-19T04:11:55.245000,10,1,0.1,0.0,low,False,2025-09-28T11:37:41.970000,medium_risk
507f9819-f707-48fb-aa87-8b84d1e1a914,harringtonrobert@example.com,David,Wu,001-515-226-6689,2025-04-01T05:28:59.656000,6,2,0.3333333333333333,66.66666666666666,high,False,2025-09-28T11:37:41.970000,medium_risk
6ce9bda0-56ee-4479-800a-616b18416787,thompsondanny@example.com,Virginia,Dodson,396-987-3701x933,2024-05-06T05:41:35.132000,6,0,0.0,0.0,low,False,2025-09-28T11:37:41.970000,medium_risk
9db90257-0794-415e-bb7c-99849be518b3,fcook@example.org,Daniel,Lewis,817.699.9830x44125,2024-05-10T19:51:46.075000,3,0,0.0,0.0,low,False,2025-09-28T11:37:41.970000,medium_risk
c54c9ab5-a230-414b-a9ab-263bf225ca21,juanrodgers@example.net,Angela,Davis,977-505-3797x92744,2024-02-13T04:40:27.329000,0,0,0.0,0.0,low,False,2025-09-28T11:37:41.970000,medium_risk
6f3e9b7a-fda3-40cf-a221-34721c556a0e,patriciacruz@example.org,Joseph,Nolan,+1-678-202-6147,2023-12-01T22:44:54.150000,6,1,0.16666666666666666,0.0,low,False,2025-09-28T11:37:41.971000,medium_risk
5922c189-fea7-4c4a-a80f-733218cecdb8,fergusonveronica@example.org,Jack,Washington,+1-236-212-8418,2025-01-27T03:27:21.371000,6,0,0.0,0.0,low,False,2025-09-28T11:37:41.971000,medium_risk
0252f7d6-7a26-44b7-805b-83beeebe5d29,mhunt@example.net,Elizabeth,Edwards,2419567112,2023-10-12T19:38:49.158000,7,1,0.14285714285714285,0.0,low,False,2025-09-28T11:37:41.971000,medium_risk
e5ceeb4e-1d66-4dbe-bdd3-afab31da2221,heatherhernandez@example.net,Anna,Bailey,734-809-0248x29391,2025-08-17T23:20:48.787000,7,2,0.2857142857142857,0.0,low,False,2025-09-28T11:37:41.971000,medium_risk
65cd3f2a-f955-402c-90cb-811c3bd2ed31,parksmaria@example.org,Jose,Acosta,001-552-259-4751,2024-03-09T21:10:27.742000,3,0,0.0,0.0,low,False,2025-09-28T11:37:41.972000,medium_risk
3261c3a4-419f-400e-af79-0bed1a18ed73,maria95@example.net,Tara,Wilson,+1-694-300-9871x47028,2024-06-22T02:05:28.949000,4,1,0.25,0.0,low,False,2025-09-28T11:37:41.972000,medium_risk
dd638bb9-8007-4d3f-97b6-e6f06573ce79,jamesallen@example.com,Timothy,Miller,413.302.1596,2025-07-29T02:53:08.437000,8,1,0.125,0.0,low,False,2025-09-28T11:37:41.972000,medium_risk
67a997c7-3eb6-46d1-acdf-13ef50a5ffa2,connie31@example.org,Jim,Sosa,891-832-1229x697,2025-06-20T15:26:42.749000,7,1,0.14285714285714285,0.0,low,False,2025-09-28T11:37:41.972000,medium_risk
d5883532-3e36-43b6-acbd-b808dd78f75e,scervantes@example.com,Amanda,Watson,(745)965-5622,2025-01-14T01:37:01.464000,3,0,0.0,0.0,low,False,2025-09-28T11:37:41.972000,medium_risk
ffa87881-e20f-4c31-98d9-a1741d650148,lyoung@example.net,Lisa,Oneal,978-827-9946x97474,2023-12-25T06:06:46,6,0,0.0,0.0,low,False,2025-09-28T11:37:41.972000,medium_risk
3c47b9fc-516f-4a9a-8e4e-dd7e24112200,davidfisher@example.org,Michele,Chang,290.773.7806,2025-03-13T02:51:51.133000,5,0,0.0,0.0,low,False,2025-09-28T11:37:41.973000,medium_risk
72379668-f36a-4c19-b413-53326d2f855c,mcintoshamy@example.org,David,Young,(224)944-6016x3390,2024-08-11T13:04:09.579000,6,1,0.16666666666666666,0.0,low,False,2025-09-28T11:37:41.973000,medium_risk
b47eff1b-009f-41cb-97a7-d970d23ea96e,vwatkins@example.net,Lisa,Santos,561.631.1133x655,2024-03-10T09:40:34.116000,3,0,0.0,0.0,low,False,2025-09-28T11:37:41.973000,medium_risk
95b844f9-6574-4887-8218-61983fca6989,jenkinscraig@example.com,Trevor,Bennett,440.472.8782x768,2025-08-22T08:21:17.305000,4,0,0.0,0.0,low,False,2025-09-28T11:37:41.973000,medium_risk
2bd3149c-c0fc-4be8-81a5-a62fe9a4beca,troy16@example.net,Jessica,Pittman,(977)815-5991,2023-11-30T03:43:26.205000,2,0,0.0,0.0,low,False,2025-09-28T11:37:41.973000,medium_risk
084dd304-7593-4211-89eb-8863bc5bdb1f,rogerserik@example.net,Deborah,Weiss,697-352-4015,2024-03-27T10:57:36.301000,5,1,0.2,0.0,low,False,2025-09-28T11:37:41.974000,medium_risk
5aafe48d-d7e5-4795-8cad-fdee90eb5710,wsmith@example.net,Ronald,Murphy,523-490-6398x20939,2025-02-23T20:52:33.304000,5,1,0.2,0.0,low,False,2025-09-28T11:37:41.974000,medium_risk
e8e20f07-5210-477b-800f-e433d59f6d2b,cgomez@example.org,Stephanie,Smith,+1-925-615-0471,2025-01-21T22:45:40.682000,9,1,0.1111111111111111,0.0,low,False,2025-09-28T11:37:41.974000,medium_risk
cd89b5bd-10b3-4f6b-aba2-d1a70b4c065c,elizabeth20@example.net,Kristine,Cabrera,529.943.4116,2024-11-27T01:19:11.853000,8,2,0.25,0.0,low,False,2025-09-28T11:37:41.974000,medium_risk
bf5cc2df-9c25-4d66-becb-84c552f60533,andrewtorres@example.net,Nicole,Rodriguez,434.386.5934,2025-06-17T23:04:23.901000,4,3,0.75,100.0,critical,False,2025-09-28T11:37:41.974000,medium_risk
bc3c5be0-9bed-4486-be9c-0b4c28141302,ambermunoz@example.com,Lisa,Jones,880-796-2531x883,2023-11-28T16:30:06.546000,8,1,0.125,0.0,low,False,2025-09-28T11:37:41.975000,medium_risk
d3dc25ae-17be-4a3f-aacc-6aaa1e37a9f4,ocampos@example.org,Matthew,Powers,9683799141,2024-05-28T00:50:18.626000,9,0,0.0,0.0,low,False,2025-09-28T11:37:41.975000,medium_risk
837f34a9-9a99-4bef-85af-2b014325aaf0,evansjesse@example.org,Jennifer,Armstrong,632-599-6363,2024-09-14T12:24:40.355000,8,0,0.0,0.0,low,False,2025-09-28T11:37:41.975000,medium_risk
d248f478-c301-429e-8832-e4b6ed4674a3,hcollins@example.com,Carlos,Clark,(533)754-5327x585,2024-06-26T14:37:28.996000,7,1,0.14285714285714285,0.0,low,False,2025-09-28T11:37:41.975000,medium_risk
dbebf3c1-4c50-4c9b-a8c1-3afdf7210e51,mshah@example.com,Madeline,Frederick,001-688-356-0092,2024-09-20T00:56:10.433000,2,0,0.0,0.0,low,False,2025-09-28T11:37:41.975000,medium_risk
e73ba98f-1e66-4e82-b529-88b5f54b9a61,zwood@example.com,Chelsey,Young,001-896-372-7475x746,2023-11-12T11:43:54.580000,7,1,0.14285714285714285,0.0,low,False,2025-09-28T11:37:41.976000,medium_risk
f80b12b0-6ae8-457c-8ec5-b63ca2d6b6d6,villashannon@example.net,Daniel,Villegas,001-703-812-2947x73975,2024-07-13T12:20:11.572000,8,1,0.125,0.0,low,False,2025-09-28T11:37:41.976000,medium_risk
0688096c-a598-46ac-b895-562f667a1f6d,anthony00@example.com,Christopher,Anderson,(872)501-3990x599,2024-04-19T05:14:22.843000,7,0,0.0,0.0,low,False,2025-09-28T11:37:41.976000,medium_risk
1bae3277-1343-45df-929c-6ef64adbab30,alan77@example.org,Erin,Cross,(388)637-7109x21260,2024-09-28T16:34:29.080000,3,0,0.0,0.0,low,False,2025-09-28T11:37:41.976000,medium_risk
9590c38f-5a61-4382-aa45-880237709324,riverakristina@example.com,Angel,Collins,001-658-670-8010x8453,2025-09-22T20:07:22.962000,5,1,0.2,0.0,low,False,2025-09-28T11:37:41.976000,medium_risk
c9363c00-1161-4be1-b417-263b1be5933a,dcarlson@example.org,Chelsea,Cooper,(965)946-7983x352,2023-11-22T02:13:54.622000,5,0,0.0,0.0,low,False,2025-09-28T11:37:41.977000,medium_risk
751c2ce2-35cf-4663-b9e2-8d2e1b7ea6e8,christopher02@example.org,David,Rodriguez,778.244.2112,2024-05-11T02:21:54.730000,6,0,0.0,0.0,low,False,2025-09-28T11:37:41.977000,medium_risk
3bed994c-8f16-47c4-b50e-d307696c1d74,mcfarlanddanielle@example.net,Justin,Martinez,(203)713-1304x99939,2024-06-25T22:51:22.364000,4,0,0.0,0.0,low,False,2025-09-28T11:37:41.977000,medium_risk
c69737ad-e182-4c6c-98d8-f7fe06afc723,john82@example.com,Sarah,Benitez,388-810-8895x49022,2024-05-14T15:40:11.005000,7,2,0.2857142857142857,0.0,low,False,2025-09-28T11:37:41.977000,medium_risk
a3cd9b67-f4c1-423e-a809-b81695e4fe48,christine45@example.net,Julia,Reese,624-764-9496x36726,2024-12-09T09:10:22.119000,4,0,0.0,0.0,low,False,2025-09-28T11:37:41.977000,medium_risk
5588e083-c187-4f91-95de-7ff584ef27fd,jeremysoto@example.com,Jeffrey,Morris,474.593.1577,2024-07-12T04:17:43.168000,5,0,0.0,0.0,low,False,2025-09-28T11:37:41.978000,medium_risk
3fe2f324-0585-4f33-b30d-b7be6950472f,kentjessica@example.net,John,Mccullough,488-767-5721x76497,2024-05-18T20:35:03.211000,5,0,0.0,0.0,low,False,2025-09-28T11:37:41.978000,medium_risk
cc8873af-26db-4a9a-85da-d46611e8e352,anthonythompson@example.net,Thomas,Arroyo,560-828-5885,2024-11-03T00:18:34.141000,6,0,0.0,0.0,low,False,2025-09-28T11:37:41.978000,medium_risk
0568fcf1-cb75-4240-841a-608ba7ddbbb5,markfields@example.net,William,Jacobson,216.982.0909x0192,2024-10-05T14:24:01.675000,9,0,0.0,0.0,low,False,2025-09-28T11:37:41.978000,medium_risk
