id,order_id,customer_id,customer_email,product_id,product_name,quantity_returned,reason,description,return_date,refund_amount,is_fraud_suspected,fraud_score,fraud_indicators,processing_time_days,created_at
09220c0e-4ed4-4fd0-9e10-ef2519472e31,1152d51a-c9f5-4629-9b54-d7975674730b,59763f63-0e09-46be-adc0-e6380adbb88f,genelee@example.org,1cb8c7aa-da88-4ae1-a2ef-4375a1a745d8,Decentralized discrete installation Tablets,1,changed_mind,"Significant skill son million almost fire.
Either successful game herself. Against hospital chance late fear. Television accept decide parent order commercial artist.
Put situation last major pull.",2025-06-12T02:08:40.554000,521.54,False,0.0,[],12,2025-09-28T11:37:42.917000
cbfd0084-f4db-461f-b51c-61af895cb3f2,c71c74e5-8a3f-4516-ab22-317038c3c9d4,0ca9387d-1435-4577-96a6-05df775d66d7,heatherallen@example.com,b2caed4c-a7b0-49ef-93f2-30848e4e05ef,Ergonomic bifurcated protocol Gaming,2,size_issue,Learn fight those. Father power despite animal never according agreement. Money about room bill.,2025-04-24T12:24:06.835000,1455.02,False,0.0,[],3,2025-09-28T11:37:42.917000
949e13b9-0362-4e8e-8711-d20ec500d084,a4820b0b-2f04-456a-b30e-cf32a76183d9,5df823a8-67c7-40ec-b0ce-949f46ff3d66,ypeterson@example.net,1ba87845-188c-4b34-814d-6ff44645a19b,Up-sized object-oriented intranet Accessories,2,not_as_described,Performance if sit city hair forward debate. Garden hear test. Fast high doctor wonder stock operation start.,2025-06-20T17:03:44.264000,1759.15,False,0.0,[],10,2025-09-28T11:37:42.918000
d3b197dc-40fc-4c96-9730-dfbfa8a7ebc9,d80d6315-0553-46a7-8264-0f7ed9533b9e,8b325af4-76c2-4226-89a9-52fa6f32b3ed,gary79@example.net,823fa748-4aee-4c8c-b34f-be2abdfbd1ec,Profit-focused exuding secured line Fitness,2,defective,"Item house beautiful. Movement expert seek style rise enter. Agree friend direction sense Republican task call. More enjoy treatment full Mr moment.
Table spring early spring.",2025-07-03T16:34:03.439000,633.77,False,0.0,[],7,2025-09-28T11:37:42.918000
1fadf702-0400-49a2-a6a3-f2120dbd0d65,0b710b25-dc72-4cd1-bc8f-abe18b7d6535,05042ef1-a916-4163-be2e-a6e214cb6eed,rogerslogan@example.com,0a516070-fa47-4be8-93d8-80c63540b578,Future-proofed user-facing Local Area Network Gaming,2,not_as_described,"Range increase by protect successful change live. None recognize north best.
Building economy scientist lot exactly deep benefit. Smile lead remain woman performance.",2025-05-02T21:38:42.091000,2764.12,False,0.0,[],9,2025-09-28T11:37:42.919000
831074d2-8483-44bb-b56a-c854c5c8e72d,6240e92e-0100-4a64-9631-692bcd7ab6c2,345b61ad-387e-48c8-aecd-13ecbd0f19ab,crystal67@example.net,e9e36464-a320-4a46-9b7f-2d9a5f8482d5,Universal fault-tolerant protocol Kitchen,1,size_issue,"Start small artist. Consider rich western add friend nor. Peace believe teacher staff.
First painting their should charge seek final should. Great condition late human they.",2025-07-23T07:55:16.489000,418.95,False,0.0,[],4,2025-09-28T11:37:42.919000
676a924b-d9d5-47f7-84b4-ce7824a0ac75,6a36985e-bac5-436a-ae89-e0f65737ec09,c4a763c9-1026-4779-963d-c2895d724752,ymartin@example.org,c371445d-2830-4a23-921f-d2be070928dd,Multi-channeled explicit model Furniture,1,late_delivery,"Focus Republican task do buy option of though. Later both need size as.
Cost second especially my. Sell idea strong my.
Agency report new must. Happen pick bring what politics.",2025-07-04T15:48:47.004000,70.0,False,0.0,[],8,2025-09-28T11:37:42.920000
7c4b7d18-f6bf-419f-8734-df5306a20c4d,65538c60-6c63-4e86-b1be-cffd40813a60,c477adc3-e785-4308-acce-b01ab20de930,james31@example.com,1d6c0fe5-696f-4367-b58b-fa49bac22c43,Public-key system-worthy contingency Kitchen,1,damaged_shipping,"Risk deep east note I member. Southern suggest water. Realize bank report leader open heavy identify.
Work Mrs history well. Action drop pay hand eat.",2025-09-27T03:44:35.234000,322.51,False,0.0,[],1,2025-09-28T11:37:42.920000
b051b8ef-cfb4-48a3-81cc-4268fa819ddc,40edf8da-cc73-4acd-9d57-d532f0a87a6c,75e5a3c2-8bea-4707-a710-a15cdfc3c371,jonathancastillo@example.com,5c7ca8e0-f4b6-4d66-a8cc-b348b32c3463,Automated background project Fragrance,1,size_issue,"Employee north whole product car make. Church along public need or later dream.
Agent fear there garden radio establish certain law. Cause street politics onto save outside ever.",2025-06-15T18:21:15.907000,79.33,False,0.0,[],3,2025-09-28T11:37:42.921000
361a793e-f0f2-4192-af0f-179eaec5d034,176e0324-9721-43a1-82a5-97ca9aa79d5b,faf9a585-08d3-4a47-92c7-db1898ab7947,sandrakrueger@example.net,a48bd8a1-a161-40ce-b78b-12abc9777ffa,Exclusive zero tolerance knowledge user Kids Fashion,1,not_as_described,"Choose then large more. Alone rate cold each site top laugh join.
Value his down ability. Artist today can across.
Notice together radio politics field fill strategy. Space head and no.",2025-09-06T16:19:07.212000,220.84,False,0.0,[],10,2025-09-28T11:37:42.921000
feadd644-c5cc-464d-bdc5-d751f62bbf9f,3c2e14b9-3229-435b-bd86-e337a39098ae,803e82e9-c407-4fb5-bf92-32bb93a6e3c2,gordonnguyen@example.org,3c693668-9163-4568-bee1-1618a3b9a6ca,Focused contextually-based installation Makeup,1,damaged_shipping,"End sound together magazine. Game man worry type. Among impact part we.
Top fill feel conference gas popular. Stock receive song company land development music watch.",2025-06-15T16:22:54.093000,320.38,False,0.0,[],11,2025-09-28T11:37:42.922000
dfc298ec-6378-41ad-9473-1dc050f2e706,4860ac68-4071-4c69-a156-fb72e12919c0,b6058c54-9176-4092-b932-b74dc0d1f473,gregory45@example.org,80767955-67d3-4fc1-a1fd-8cc5165213f7,Enterprise-wide logistical pricing structure Shoes,2,late_delivery,Training cut fill reality. Benefit attention news foreign. Less probably speak conference large reason save. Watch quickly probably hold risk.,2025-10-17T03:09:33.989000,90.56,False,0.0,[],9,2025-09-28T11:37:42.922000
45287655-fbc9-49e0-8b8e-e0fbf27a4747,b95dd8bf-a53f-425f-b00e-af9dbe1696a8,1f78cb98-1b1e-4437-bc70-398c07758298,gduncan@example.net,461ffd20-38e7-4821-8785-5722ae8ffd5d,Monitored mission-critical success Kids Fashion,1,not_as_described,"Produce chance official Congress human difference world. Enjoy her evidence bring either he watch. Interest cold defense nor thus likely.
Exist into enter mouth.",2025-08-25T04:59:38.328000,60.48,True,94.45670588261669,"['Suspicious return reason: ReturnReason.NOT_AS_DESCRIBED', 'Pattern matches known fraud indicators']",11,2025-09-28T11:37:42.923000
d5747ffe-344f-4190-a415-4aa39dbaffba,4d172ff3-fcc5-4a13-aaf5-728d584f25ca,0f22cc98-3518-4427-b066-89b15c1b119d,patelstephanie@example.net,966add8a-2299-4199-8615-16dc25ad48a1,Total contextually-based info-mediaries Men's Fashion,1,changed_mind,"Also career do road. Same person player mouth child process why.
Yourself ok state minute open. Environment education many power opportunity thing.",2025-06-06T14:44:46.184000,313.77,False,0.0,[],8,2025-09-28T11:37:42.923000
b7b4a370-d424-449e-a4ec-19e5bd4607eb,cf92f933-55ba-4a4b-8b57-0af1b82bc162,55db790e-0b07-4e02-ba3c-82b18304db16,stacyrice@example.org,ef5f1a25-9e3a-461e-a566-43289aaed5fb,Pre-emptive real-time flexibility Gaming,1,size_issue,"Threat child share area concern little start leave. Step only spend when.
Structure rule fine. House lay blue much.",2025-10-06T13:48:00.379000,236.9,False,0.0,[],12,2025-09-28T11:37:42.924000
5f3a13b8-6571-421c-8da1-876a8fa38cc9,f9123fa0-4926-4864-a9b5-a94cdda820e4,c9953569-b4fc-4056-9b1a-de04164c3aa4,oward@example.net,c7dd4b96-f632-4072-85b7-d136d0aca96f,Programmable client-server workforce Furniture,1,defective,Student official season worry everything democratic before happy. Major simply word apply decade. Possible easy sport difference business account.,2025-06-05T20:31:01.348000,30.84,False,0.0,[],10,2025-09-28T11:37:42.924000
b61bab06-6443-4846-98f6-a7803bf80491,035f16a5-343b-41f4-9204-76ac5aefa408,de20b6b3-277b-4c46-b5e2-539e0115d568,goodwindavid@example.org,b06b7013-3c5e-49d9-8b2e-a9773057c87c,Vision-oriented national capacity Kitchen,1,changed_mind,"World quite how meet see. Describe oil develop very toward story.
Want improve late. Ground hear large hold walk opportunity.
Head policy job. Visit against structure. Night pretty accept wait west.",2025-09-22T15:38:17.333000,51.84,False,0.0,[],5,2025-09-28T11:37:42.924000
812dd6f0-0db8-47ab-92fa-aa3e475d3ea7,70444a81-b19b-477f-924a-2b3a36605d7b,56ef3695-6c53-4276-a127-c08863c966f7,ellisonbrian@example.org,894fd15d-b32e-4843-b3fb-a0f24a6f54e0,Assimilated attitude-oriented access Outdoor,2,defective,"Whatever impact rather message crime like. Here beat almost source organization race edge. Sing simple professor station.
Difficult author lead hundred.",2025-07-21T14:08:55.126000,318.44,False,0.0,[],8,2025-09-28T11:37:42.925000
a5d8cf15-1901-43bc-804a-2f4933b7fabb,54d7ca5f-d7e8-44db-baa4-e74c1475656f,b6a902d0-cfc9-428f-9bb4-dc9b0b61529e,marthaliu@example.net,00c09927-571d-4b5b-aa6c-7abff3fb7847,Cloned bottom-line moderator Accessories,1,changed_mind,"Drop sometimes onto reason large. Current improve rise father system.
Wall hope class. Once create deal he.
Can water letter store history the over. Reduce great recently less along cell.",2025-10-04T11:00:30.530000,26.02,True,89.6394427059753,"['Suspicious return reason: ReturnReason.CHANGED_MIND', 'Pattern matches known fraud indicators']",21,2025-09-28T11:37:42.926000
8f3f4fb7-a643-4367-b3a1-fc7d369fec1c,d77a916c-40a2-4010-a7c3-b62f5b51c75b,5ae12548-7240-4677-a0cf-7366c9561e1f,mileskathleen@example.net,4f0cce3a-ea80-4c5d-bf3a-ce0e31ecebf6,Universal grid-enabled toolset Men's Fashion,1,damaged_shipping,"Something which any team better. Marriage speak kid continue new.
Section future apply marriage white mind manage. Open career civil write she. Yeah entire member.
Same sort however.",2025-05-19T10:48:33.260000,66.76,False,0.0,[],3,2025-09-28T11:37:42.926000
b61e761a-0f63-4d0e-848c-0df8c06cdce2,ac6236ac-a2aa-4d2b-9562-289cd101c9a0,92789c84-d7ba-4824-bfe7-0396e76ff1d5,larrylyons@example.org,0cd16032-db2f-46e3-8f1a-08e861f9ac41,Business-focused homogeneous hub Skincare,1,late_delivery,"Job high type each ok car compare. Important fact another major central.
Again then property share show. Sure imagine degree knowledge wait create.",2025-05-20T19:06:42.749000,77.88,False,0.0,[],9,2025-09-28T11:37:42.927000
567c22a6-2fef-4a9e-9719-2f39a9ff51ac,d5eeef49-a086-4c2b-8e90-7c4db8f56ab3,5df4805f-4bac-49b8-b27f-b4b808d78df5,danielsmatthew@example.com,b063266b-fadd-44e2-921a-aa055d9c081b,Distributed maximized array Kids Fashion,1,changed_mind,"Scene daughter president heart type. Carry war around plant result say.
Wind rule law show realize act. Eat defense western health wear serve down. Message these system under street game pay if.",2025-07-04T17:40:12.344000,56.39,True,92.55716605114841,"['Suspicious return reason: ReturnReason.CHANGED_MIND', 'Pattern matches known fraud indicators']",20,2025-09-28T11:37:42.927000
f7762a9c-4064-4c91-b589-519d3c53aa64,8e68f44a-35fd-40cb-85fc-15eb99c16e81,b17241cd-233f-49a8-9ba3-b41171d5cbf2,mullinsjill@example.org,812838f4-8835-4eee-886d-6e053377bade,Open-architected asymmetric firmware Women's Fashion,1,not_as_described,"Trial or create apply past no. Either wife Congress among lead above.
Operation enough particular. Throw goal although role. Well argue public coach allow next care land.",2025-09-21T05:22:17.159000,106.62,True,79.09617768046479,"['Suspicious return reason: ReturnReason.NOT_AS_DESCRIBED', 'Pattern matches known fraud indicators']",20,2025-09-28T11:37:42.928000
432f4500-1acc-4f0b-a65f-3d7b40bbfe6d,ac3a7b8a-09e1-4fc9-a37c-a949b590d919,9c250dd1-1e3a-4fb8-bc5c-8f94a50138bb,stewartamy@example.org,632c14ad-1a33-4828-8db4-053d020852b0,User-centric composite protocol Bedding,2,defective,Provide cost to security series. Thing music different race effect approach television Democrat.,2025-08-01T09:53:13.206000,751.58,False,0.0,[],4,2025-09-28T11:37:42.929000
f0e1fa32-8ecf-4dc3-822a-46b8148220a0,efee9398-4adb-45ef-875d-ae46e025a553,fb8454fe-696e-4999-87a9-1d70ff4467de,chase61@example.org,efce6343-9b2a-4f55-8dd6-ed930c13b9e0,Quality-focused multimedia system engine Furniture,1,damaged_shipping,"It too candidate win.
Month school recognize. Tough account executive hold woman fire hot set.
Free loss respond behavior cover. Life certain national. Air live big financial old join.",2025-04-26T06:58:16.514000,435.13,False,0.0,[],2,2025-09-28T11:37:42.929000
237866c7-6293-4f76-879b-bb428d03b4a7,9abeae3d-7bcc-4ff1-aecc-2cea66ad8606,56ba5211-b19e-4675-beb1-2287e019d1dd,jruiz@example.net,f06b2a4d-bc5c-41f6-b0f4-61364dfda188,Quality-focused next generation standardization Fragrance,1,size_issue,Nor practice table parent protect amount special. Yourself scientist staff fast simply building. Rise indicate begin development thought. Per score within region.,2025-04-12T22:38:15.302000,356.71,False,0.0,[],3,2025-09-28T11:37:42.930000
365b9cd2-505a-423f-bdc9-f6eabbceecf1,9eda0a5d-6563-44a7-ae7c-111d4f942ab4,d42b3943-d3c0-47d2-a08a-a25175394c45,dwood@example.net,332af558-2d55-46c4-9e88-4b99ed3c1882,Customer-focused 6thgeneration firmware Outdoor,1,not_as_described,Customer buy run call executive. Most member start argue move thus. Realize expert rock somebody lose seek personal.,2025-05-27T21:37:11.353000,308.87,False,0.0,[],14,2025-09-28T11:37:42.930000
70d8d65e-da91-4629-9d69-17a46d6b87a1,3868cf41-be46-46b1-a07a-be87698f554c,2288e0f1-d5bd-49ac-a201-50c713a8048d,thomasjessica@example.com,2489abbf-c231-4cf6-8852-28f761efa27f,Multi-tiered contextually-based functionalities Outdoor,1,defective,"Republican officer suddenly during bed under talk. May discuss their environment hear especially.
President simple drug. Later evidence carry page war radio.",2025-06-12T17:10:38.569000,240.89,False,0.0,[],1,2025-09-28T11:37:42.931000
fba2df19-34e5-4373-bded-8f6b68c01812,0349e655-ddc3-4a66-9658-30d2b094365f,726bee2b-f421-4af6-9a54-6e53947608b0,holly39@example.net,0cd16032-db2f-46e3-8f1a-08e861f9ac41,Business-focused homogeneous hub Skincare,1,size_issue,"Indicate instead himself level. Left want with dream push.
Finish bar control effect. Late answer successful big film memory alone. Security mean population quite environment letter matter.",2025-09-18T18:54:14.511000,60.75,False,0.0,[],13,2025-09-28T11:37:42.931000
1af606ff-f71c-48ca-8592-94b247bc879e,abe71067-e865-40f4-a5fc-2023568419ef,1bf25bae-d445-4663-84c4-443be6a1247c,sluna@example.com,39bca444-f04f-40bf-8d9a-a17cc12ddb11,Multi-lateral eco-centric benchmark Fragrance,1,not_as_described,"Compare mind hotel time authority cost. If officer exactly clearly knowledge rise worker most. Pressure play common.
Power western officer. Information wear Mrs garden theory election.",2025-09-15T18:11:50.159000,88.4,False,0.0,[],3,2025-09-28T11:37:42.932000
c9490b5c-0527-4d88-b32a-6d3470172512,dbd6363f-b44d-4aac-834c-6eb12674408b,56ef3695-6c53-4276-a127-c08863c966f7,ellisonbrian@example.org,081331bb-7be6-4621-86d1-f07d9ac112e8,Customizable homogeneous database Winter Sports,1,late_delivery,"Sell not off me be. Much phone leg car trial clear.
Total second bad pass. Among measure which law. Speech join stock growth.",2025-08-16T17:22:43.309000,214.27,False,0.0,[],10,2025-09-28T11:37:42.932000
fdb7d2fe-59d6-4b6e-a291-24bcede87a21,3b22c558-dbb5-4b66-8b60-5722dcf8a28a,0d122240-5625-414a-ae59-ef1b22839174,jessicabass@example.org,5e191c24-b897-4500-b801-151139de1045,Synergized intermediate time-frame Team Sports,1,size_issue,"Reduce direction hear pattern.
Son guy worker subject. Present call probably until.
Magazine fine budget goal feeling. Difference energy so structure. Whom bag yes son why they.",2025-08-22T06:38:04.631000,282.97,False,0.0,[],4,2025-09-28T11:37:42.933000
61720e1b-e804-4c21-bb5c-5287d1f27374,90b92e25-983f-4757-98ff-4f734a4e8194,a7378683-f982-4755-9095-c80362206b97,jennifer00@example.net,ff68d0cc-a9c4-4099-8be9-540388bb5f0a,Reduced real-time challenge Skincare,1,not_as_described,"Light team crime impact meeting wife gun. Grow mind simple opportunity technology matter.
Firm southern company weight project theory goal. Dream voice camera figure apply option.",2025-04-13T10:35:32.374000,359.85,False,0.0,[],11,2025-09-28T11:37:42.933000
bd87b6fa-a7c6-4bad-8b24-500e94ce48a3,ef7dd1e0-b0ad-4300-9362-765c96d878f3,c69737ad-e182-4c6c-98d8-f7fe06afc723,john82@example.com,83bb6f0e-d868-49c3-830a-de23c6d33022,Re-engineered static strategy Kids Fashion,2,not_as_described,"Technology nothing stand also when measure. Spring keep history see best. Sell all enter south pretty.
Act personal week. Though management those sign have in game he. Modern election collection.",2025-09-28T01:51:38.224000,375.9,False,0.0,[],9,2025-09-28T11:37:42.934000
0f31805f-355b-42f4-91c7-5b84ea8d38e0,88b3caa2-09fa-4a5a-8b35-074dddd3d88d,8710d117-8896-4dc2-a238-22331de4272e,epowers@example.org,3fdd7580-3733-4614-b039-6d7d47442e50,Proactive composite challenge Accessories,1,defective,Past receive foot. Information laugh world yes international.,2025-05-15T20:17:08.234000,1957.73,False,0.0,[],5,2025-09-28T11:37:42.934000
0e108559-3c54-4e5c-8072-503f4700c956,a3971b25-ec74-40cf-af62-c15b5214c2ea,c09f5528-4904-4067-b719-a06107e45f96,carlos57@example.net,332af558-2d55-46c4-9e88-4b99ed3c1882,Customer-focused 6thgeneration firmware Outdoor,1,late_delivery,Happen bar military today end draw field. Let yes under chance.,2025-08-19T23:25:55.360000,352.2,False,0.0,[],11,2025-09-28T11:37:42.934000
f1b81260-02a5-4100-9c48-8cf7cb0c8397,bfd656cf-70fd-46ed-8da5-48fd446a2561,af7a38e1-1789-4893-bfb6-c164c9971964,nolson@example.net,0a516070-fa47-4be8-93d8-80c63540b578,Future-proofed user-facing Local Area Network Gaming,1,changed_mind,"Eat both mind. Student crime simply.
To agreement light cell prepare black protect close.
Society agree short society trial. Ever us age above rate.",2025-10-04T08:50:46.278000,1484.91,False,0.0,[],12,2025-09-28T11:37:42.935000
414871f9-6866-4a00-a6e5-3963dfc39d06,ea324128-c142-424b-baf5-e90bb01f1130,af7a38e1-1789-4893-bfb6-c164c9971964,nolson@example.net,9c8dbfc7-29b1-40e4-b8b8-615d790d56f4,Advanced grid-enabled productivity Skincare,2,duplicate_order,"Coach place heavy agree kind Democrat growth.
Site chair event news themselves audience.",2025-07-21T22:55:10.055000,689.01,False,0.0,[],9,2025-09-28T11:37:42.935000
9278a794-faa4-4070-ad7f-dbae30399f93,2e78052d-70d1-47ee-8dc3-cd76e731e283,0e7c73d4-f350-4b86-8a04-c1863c7a3459,karensavage@example.org,02fcde92-6d42-4607-862d-ae384dba9cd7,Automated neutral Internet solution Tablets,1,not_as_described,"Appear door including economy. Street nature suggest. Public out it kitchen.
Chair reach if thank. Though year pull green. Perform require focus administration huge customer star.",2025-04-11T14:17:33.521000,1912.06,True,71.5417430945105,"['Suspicious return reason: ReturnReason.NOT_AS_DESCRIBED', 'Pattern matches known fraud indicators']",8,2025-09-28T11:37:42.936000
00578889-f85b-4afe-8ed6-c59beb8c189b,681823d7-ed69-4aa0-a4c3-09d8dd69d5eb,35501c09-6c80-4e5c-948a-029abbac9b1e,glee@example.com,f7e66407-098f-445a-9cbe-66107d533afc,Horizontal asynchronous matrices Tablets,2,damaged_shipping,Approach after boy guess. Time cold stop laugh bar town. Full cut imagine hold section. Fish play central decide popular company.,2025-06-23T08:45:31.649000,3070.15,False,0.0,[],6,2025-09-28T11:37:42.936000
2c7ad960-8d56-44b8-829a-b4f1a6998868,05e8d695-db7a-4080-a39b-b808899c54a9,15293441-535c-4fa0-9ee1-d8bd78b8413d,douglas80@example.com,c0351448-8bdd-468c-a3b3-c2e7cdc3255a,Polarized zero tolerance Internet solution Accessories,1,not_as_described,"Else during method. Moment old trouble ready.
Note however weight.
Couple bank culture behavior. Professor light moment continue.
Song indeed turn organization. Law hit because bed.",2025-05-09T18:26:14.225000,906.06,False,0.0,[],3,2025-09-28T11:37:42.937000
